,Event Id,Restaurant Id,Restaurant Name,Photo URL,Event Title,Event Start Date,Event End Date
12,334818,18398880.0,JW Kitchen - JW Marriott Hotel Kolkata,https://b.zmtcdn.com/data/zomato_events/photos/cd3/63b861ffce13a6772331351c3d4a7cd3_1554270291.jpeg,Poila Baishakh Buffet ,2019-04-15,2019-04-15
13,337247,18761167.0,Echoes Kolkata,https://b.zmtcdn.com/data/zomato_events/photos/fd4/28cb2e167c37cb93352c8d7ff086ffd4_1554804343.jpg,Celebrate Poila Boishak with Echoes,2019-04-15,2019-04-15
14,333108,18751849.0,Five Mad Men,"https://b.zmtcdn.com/data/zomato_events/photos/c36/7f0216962bad1b7239eb65be4e79ac36_1553939104.jpg,https://b.zmtcdn.com/data/zomato_events/photos/a21/d419fb7720cd78bac240d94d5a5e9a21_1553939104.jpg,https://b.zmtcdn.com/data/zomato_events/photos/834/9b9cbc8c2936e8579adf4ab9c7ae2834_1553939104.jpg",Apna Stadium Khud Chuno - IPL 2019 Big Match Day,2019-04-03,2019-04-03
15,334920,18751849.0,Five Mad Men,https://b.zmtcdn.com/data/zomato_events/photos/d2e/33c4ccd53ddb4032a84e21c79e166d2e_1554444408.jpg,Ladies Night,2019-04-11,2019-04-11
16,334922,18751849.0,Five Mad Men,https://b.zmtcdn.com/data/zomato_events/photos/ee3/13745a8a0307c436afac7fc4f2cdfee3_1554282159.jpg,Game of Thrones - Special Screening of season 8,2019-04-15,2019-04-15
17,336892,18392725.0,Tamasha,https://b.zmtcdn.com/data/zomato_events/photos/226/ba2b3f29cb4ad068b5c24e2be8a47226_1554726923.jpg,Bombay Velvet,2019-04-11,2019-04-11
18,336898,18392725.0,Tamasha,https://b.zmtcdn.com/data/zomato_events/photos/4d5/714bbc76d08697beb0a92b7a164f04d5_1554727292.jpg,Zulfi Performing Live,2019-04-12,2019-04-12
19,336881,18566818.0,JLWA,https://b.zmtcdn.com/data/zomato_events/photos/ee5/3136ce776bb5713020dc50098b29bee5_1554725717.jpg,Juggy & Band Live,2019-04-10,2019-04-10
20,318235,48851.0,Rude Lounge,https://b.zmtcdn.com/data/zomato_events/photos/4d5/13623423b8a28744a3d0fdbeee5754d5_1551098744.jpg,Zumba Fitness with ZIN Mohsin & ZIN Varsha at Rude Powai,2019-04-20,2019-04-20
21,337298,18205932.0,The Cult - Peninsula Grand Hotel,https://b.zmtcdn.com/data/zomato_events/photos/779/9c795d7fe0945fd03311ca0a1d4d4779_1554810004.jpg,Happy Hours ,2019-04-09,2019-04-09
22,336620,18205932.0,The Cult - Peninsula Grand Hotel,https://b.zmtcdn.com/data/zomato_events/photos/fb7/1d739bd9adde62656223c325dc1cffb7_1554702895.jpg,Glam & Glitz Bolly Molly Ladies Retro Night,2019-04-10,2019-04-10
23,336992,18205932.0,The Cult - Peninsula Grand Hotel,https://b.zmtcdn.com/data/zomato_events/photos/31a/2ef46c5df1053dbe761c310e54e5731a_1554736500.jpg,MTV Swag Ladies Night ,2019-04-11,2019-04-11
24,337480,18205932.0,The Cult - Peninsula Grand Hotel,https://b.zmtcdn.com/data/zomato_events/photos/4bc/fb22c3cb199bcee76f159b87476fb4bc_1554830904.jpg,Friday Night,2019-04-12,2019-04-12
25,337300,18205932.0,The Cult - Peninsula Grand Hotel,https://b.zmtcdn.com/data/zomato_events/photos/f2c/379de3e6f9d48b0d43db2e83a8a4bf2c_1554810208.jpg,Saturday Night,2019-04-13,2019-04-13
26,337023,18205932.0,The Cult - Peninsula Grand Hotel,https://b.zmtcdn.com/data/zomato_events/photos/667/b3386da080734d28b323598100093667_1554751324.jpg,Sunday Night ,2019-04-14,2019-04-14
27,336281,18580259.0,Coffee Culture,https://b.zmtcdn.com/data/zomato_events/photos/307/17dd56fc03fc0a87c182a5dd9df10307_1554562379.jpg,Ink-A-Laugh Presents Bearly Funny,2019-04-11,2019-04-11
28,336279,18580259.0,Coffee Culture,NA,"Stand Up Comedy @ Coffee Culture, Bandra On Every Thursday !",2019-04-18,2019-04-18
29,335948,18772094.0,Bombay Adda,https://b.zmtcdn.com/data/zomato_events/photos/e42/9bc929b0f3d42c75d9f8b200c58a8e42_1554468914.jpg,Ladies & Models Night Ft. DJ Njay,2019-04-11,2019-04-11
30,335953,18772094.0,Bombay Adda,https://b.zmtcdn.com/data/zomato_events/photos/5b9/8b95311c377aeb3c52778b4787b465b9_1554469109.jpg,Friday Night Ft. Kaleem & Basand,2019-04-12,2019-04-12
31,335954,18772094.0,Bombay Adda,https://b.zmtcdn.com/data/zomato_events/photos/7ff/80001b30b1ecbc35a214ac16867857ff_1554469271.jpg,Saturday Night Ft. Kaleem & Basand,2019-04-13,2019-04-13
32,335989,18772094.0,Bombay Adda,https://b.zmtcdn.com/data/zomato_events/photos/daf/f8880703cde05ef2d9a60c58fef8edaf_1554471175.jpg,Unplugged Night Ft. Saher,2019-04-14,2019-04-14
33,334204,18387426.0,The Black Pearl,"https://b.zmtcdn.com/data/zomato_events/photos/f38/eea3d5b94fc9a3385ab5193173f17f38_1554190514.jpeg,https://b.zmtcdn.com/data/zomato_events/photos/7af/4f9a92536362250dcebfe5f710aaa7af_1554190514.jpeg",Multiple Corporate Offers at the Black Pearl Marathahalli ,2019-04-02,2019-04-02
34,334206,18387426.0,The Black Pearl,"https://b.zmtcdn.com/data/zomato_events/photos/f17/c049f9aeddd7129eb083bb426172cf17_1554190681.jpeg,https://b.zmtcdn.com/data/zomato_events/photos/e9f/d7cadb0399ddbed807e94c97e3909e9f_1554190681.jpeg",Early Bird & Late Bird Offers at Black Pearl ,2019-04-02,2019-04-02
35,334210,18387426.0,The Black Pearl,"https://b.zmtcdn.com/data/zomato_events/photos/763/823547a36ed40f9b4bec7ab5f4b25763_1554190858.jpeg,https://b.zmtcdn.com/data/zomato_events/photos/e0f/c8fc6c14e15bcaf40df8d2d659ac6e0f_1554190859.jpeg,https://b.zmtcdn.com/data/zomato_events/photos/b90/c9bfdf963ccaa51502938e28f4ba1b90_1554190859.jpeg",Cocktails and Mocktails offers at Black Pearl ,2019-04-02,2019-04-02
36,336921,54162.0,The Black Pearl,"https://b.zmtcdn.com/data/zomato_events/photos/f93/c3f8ad86820067b04cd99322f8a55f93_1554730197.jpeg,https://b.zmtcdn.com/data/zomato_events/photos/327/4cf84c9544be624bcd1c9fab93448327_1554730197.jpeg,https://b.zmtcdn.com/data/zomato_events/photos/278/bb492f20db1d931461d6fd06d766f278_1554730197.jpeg",Unlimited Alcohol Offers at The Black Pearl,2019-04-08,2019-04-08
37,336924,54162.0,The Black Pearl,"https://b.zmtcdn.com/data/zomato_events/photos/2d6/138ca755a6df9ffa0e24ab4f6a4c02d6_1554730441.jpeg,https://b.zmtcdn.com/data/zomato_events/photos/bae/d892991dfb844b37eff81f77576cabae_1554730442.jpeg","Every 11 pax get 1 free buffet, Every 20 pax get 2 free buffet",2019-04-08,2019-04-08
38,336929,54162.0,The Black Pearl,"https://b.zmtcdn.com/data/zomato_events/photos/7dd/f8ed5d2cae323b42cfc3f977d04e97dd_1554730625.jpeg,https://b.zmtcdn.com/data/zomato_events/photos/db2/4087e87dbfe0545c0c11f9c1ebbfbdb2_1554730625.jpeg",Early Bird Offer & Full Bottle Offer,2019-04-08,2019-04-08
39,336932,54162.0,The Black Pearl,https://b.zmtcdn.com/data/zomato_events/photos/359/40bdc0c46472fe6eeb756f47fce01359_1554730726.jpeg,Sunday Specials at The Black Pearl,2019-04-08,2019-04-08
40,251427,18595782.0,The Pallet,https://b.zmtcdn.com/data/zomato_events/photos/7df/819679a3c0fd7f5a2ced303beb7127df_1543831739.png,The Desi Electrifier Night | Every Wednesday | Ft. DJ 303K | Bollywood Deep House,2019-04-10,2019-04-10
41,194302,18595782.0,The Pallet,https://b.zmtcdn.com/data/zomato_events/photos/7ac/09491fa11a739d713476a6c39d4e57ac_1529659598.jpg,Planning an office event? | Corporate Packages & Discounts,2019-04-11,2019-04-11
42,332104,18595782.0,The Pallet,https://b.zmtcdn.com/data/zomato_events/photos/398/d953b1f30315f62282e23290285bf398_1553754376.jpg,Live T-20 Sports Screening | Beer Pitchers @ 500/-,2019-04-11,2019-04-11
43,262407,18595782.0,The Pallet,https://b.zmtcdn.com/data/zomato_events/photos/427/5db986338bdd4e40df5e7bc53fb81427_1546863206.jpg,BollyEDM Night | This Friday | Ft. DJ Ashwin | EDM and Bollywood Night,2019-04-12,2019-04-12
44,199069,18595782.0,The Pallet,https://b.zmtcdn.com/data/zomato_events/photos/17c/eaf36fb26869a1545a1608810b88117c_1538976173.jpg,Bollywood Night Ft. DJ SAM | Live Dhol Performance,2019-04-13,2019-04-13
45,206595,18595782.0,The Pallet,https://b.zmtcdn.com/data/zomato_events/photos/5ef/a4d5e1e3e66b9b083494866b420fa5ef_1546847980.jpg,Sunday Brunch,2019-04-14,2019-04-14
46,288350,18595782.0,The Pallet,https://b.zmtcdn.com/data/zomato_events/photos/6bf/f8f0ab4942a0a077e4b74f09239e96bf_1547112109.png,Sunday Rewind | Ft. DJ Sam,2019-04-14,2019-04-14
47,204342,18595782.0,The Pallet,https://b.zmtcdn.com/data/zomato_events/photos/428/ae636e527abfe9c086d861b2f9602428_1546591272.png,Corporate Lunch | Buffet | Monday - Saturday | @ INR 599,2019-04-15,2019-04-15
48,264218,18595782.0,The Pallet,https://b.zmtcdn.com/data/zomato_events/photos/66f/57ce93ad5437845e88ec3ef7c424c66f_1539599793.jpg,Monday Madness | Ft. DJ Sam | Full Day Happy Hours,2019-04-15,2019-04-15
49,309852,18537585.0,The Reservoire,NA,Happy Corporate Hours: 15% off! ,2019-04-02,2019-04-02
50,317312,18537585.0,The Reservoire,https://b.zmtcdn.com/data/zomato_events/photos/92c/558b523c78baa78dbccfb6c73eacb92c_1554826980.jpg,Happy Hours @ Reservoire,2019-04-09,2019-04-09
51,337463,18537585.0,The Reservoire,https://b.zmtcdn.com/data/zomato_events/photos/587/e83c2132c75013e76d5fd7121314d587_1554827399.jpg,SUNDAY TIKI BRUNCH,2019-04-09,2019-04-09
52,320441,18727906.0,XOOX Brewmill,https://b.zmtcdn.com/data/zomato_events/photos/aa2/b5391dff2f22069e9c46251edd4afaa2_1554104249.jpg,Happy Hours Menu,2019-04-08,2019-04-08
53,317384,18727906.0,XOOX Brewmill,https://b.zmtcdn.com/data/zomato_events/photos/43f/629c8b3d6834c77322cc07dd7210f43f_1533582873.jpg,Plan Your Corporate Event!,2019-04-08,2019-04-08
54,319262,18727906.0,XOOX Brewmill,https://b.zmtcdn.com/data/zomato_events/photos/bd6/702aa2516493c5e13d14ba6a65d4ebd6_1553320598.jpg,X019' Match Screening ,2019-04-09,2019-04-09
55,314958,18727906.0,XOOX Brewmill,https://b.zmtcdn.com/data/zomato_events/photos/2e1/cb5585c6669f8456c20af9f12eabb2e1_1552052914.jpg,Unlimited Sparkling Wine Brunch !,2019-04-13,2019-04-13
56,337514,18880433.0,BeHive,https://b.zmtcdn.com/data/zomato_events/photos/7cd/349ff41efcc982b82ad889684803a7cd_1554865907.jpg,"queen bees , ladies night",2019-04-10,2019-04-10
57,337013,6508166.0,Flying Duck Co.,"https://b.zmtcdn.com/data/zomato_events/photos/10e/3f9ce11fe6d2bf7263974e5d188be10e_1552983128.jpg,https://b.zmtcdn.com/data/zomato_events/photos/d2d/7e0b8ac1643d35ad04e378926b89fd2d_1552983267.jpg",Alcoholic Weekdays! ,2019-04-09,2019-04-09
58,337015,6508166.0,Flying Duck Co.,https://b.zmtcdn.com/data/zomato_events/photos/0f1/62519986315c982e1bd127af1e5af0f1_1553061040.jpg,Girls Night Out,2019-04-10,2019-04-10
59,329559,18740139.0,Grandmama's Cafe,https://b.zmtcdn.com/data/zomato_events/photos/ce7/f68ca85fd4194e229684269af3748ce7_1553259518.jpg,Grandma's Quiz Night! ,2019-04-11,2019-04-11
60,336866,18417624.0,The Sassy Spoon,NA,Gossip & Giggles ,2019-04-08,2019-04-08
61,336867,18417624.0,The Sassy Spoon,NA,A Night to Remember ,2019-04-08,2019-04-08
62,336718,18621437.0,The FML Lounge,https://b.zmtcdn.com/data/zomato_events/photos/308/c3b32cf4f0840253801ff0c01e6fa308_1554714758.jpg,HAPPY DAYS 1+1,2019-04-08,2019-04-08
63,337114,18536004.0,Culture - पुणे,https://b.zmtcdn.com/data/zomato_events/photos/b58/f2a16cc683eeaabb01052f2c7959fb58_1554792467.jpg,IPL Quiz Night,2019-04-10,2019-04-10
64,337273,6508323.0,The Urban Foundry,https://b.zmtcdn.com/data/zomato_events/photos/a64/c393a5e9f6a20df4f15f19926c5afa64_1554807097.jpg,LIVE SCREENING,2019-04-09,2019-04-09
65,337301,18807262.0,Broadway,https://b.zmtcdn.com/data/zomato_events/photos/f0d/f84051fb085a223c2970971957175f0d_1554810437.jpg,Meghna Dundi Trio LIVE,2019-04-10,2019-04-10
66,336905,18607685.0,Farzi Cafe,https://b.zmtcdn.com/data/zomato_events/photos/131/80b55b59d265decfe4ed923157b53131_1554728150.jpeg,Electronic Fridays with YOGI!,2019-04-12,2019-04-12
67,333451,18800810.0,The Black Pearl,https://b.zmtcdn.com/data/zomato_events/photos/d3c/6c736ceb55aa545c4e1f2af77eedcd3c_1554060000.jpeg,Early Bird Offer on Buffet!,2019-04-01,2019-04-01
68,333452,18800810.0,The Black Pearl,"https://b.zmtcdn.com/data/zomato_events/photos/2a6/63e054b62fcfe8112849cdb1258c62a6_1554060137.jpeg,https://b.zmtcdn.com/data/zomato_events/photos/36b/baa350b182a0203a2a178b0d0669e36b_1554060137.jpeg",Corporate Offers at The Black Pearl Chennai,2019-04-01,2019-04-01
69,333454,18800810.0,The Black Pearl,"https://b.zmtcdn.com/data/zomato_events/photos/dce/b9709e5ea858d44222bedcfed3f62dce_1554060234.jpeg,https://b.zmtcdn.com/data/zomato_events/photos/002/e9c6823f503faabcdd1f7bdac2c6c002_1554060234.jpeg",Special offers for Senior citizens and Complimentary mocktail per diner!,2019-04-01,2019-04-01
70,336453,18800810.0,The Black Pearl,https://b.zmtcdn.com/data/zomato_events/photos/ea4/907e5845ef5221dc71c559578d038ea4_1554645083.jpg,Support Namma CSK,2019-04-07,2019-04-07
71,337249,18800810.0,The Black Pearl,"https://b.zmtcdn.com/data/zomato_events/photos/34b/2ca35fca44e8e154a940b4ad46af634b_1554804659.jpg,https://b.zmtcdn.com/data/zomato_events/photos/7d6/388c741ca91a34e4bcc9f67bf764e7d6_1554804659.jpg",Tamil Puthandu in Pirates Style,2019-04-14,2019-04-14
72,335804,18801082.0,Farzi Café,NA,Saturday Night with DJ SAAD!,2019-04-13,2019-04-13
73,335809,18801082.0,Farzi Café,https://b.zmtcdn.com/data/zomato_events/photos/814/df682d8402a8276f22dd32b0cf180814_1554455250.jpeg,Sunday Night with Indie Street Rockers!,2019-04-14,2019-04-14
74,336239,18439027.0,Skyhilton,https://b.zmtcdn.com/data/zomato_events/photos/142/03b08e1096a645facf19bec8f7124142_1554550960.jpg,Unlimited Navratri Chaat,2019-04-06,2019-04-06
75,336485,18748726.0,The Night Jar,https://b.zmtcdn.com/data/zomato_events/photos/104/70ee0cc803cdbdde1ab8bb92d3315104_1554742926.jpg,Wow Wednesday,2019-04-10,2019-04-10
76,334436,102695.0,Thali and More,https://b.zmtcdn.com/data/zomato_events/photos/d93/1ff671abaef07622a8b530b09fff9d93_1554206574.jpeg,GOOD MORNING JAIPUR,2019-04-03,2019-04-03
77,335248,18694731.0,DND - Daily Nutritional Diet,https://b.zmtcdn.com/data/zomato_events/photos/dca/ea2c012dfb0bdd868fe3b7c2a19f6dca_1554359769.jpg,Navratri Special Menu,2019-04-04,2019-04-04
78,337488,130309.0,Purple Martini,https://b.zmtcdn.com/data/zomato_events/photos/398/e170471e1cbc94495cee183046834398_1554836969.png,Friday Artisans Bazaar with Live Music On SITAR at Purple Martini at Sunset Point,2019-04-12,2019-04-12
79,337489,130309.0,Purple Martini,https://b.zmtcdn.com/data/zomato_events/photos/8ff/56f534139c43ade31c6bfbaf909948ff_1554837070.png,SAX Sunsets with Saxophonist David Goren DJ Set By Tashi - I at Purple Martini at Sunset Point,2019-04-13,2019-04-13
80,337490,130309.0,Purple Martini,https://b.zmtcdn.com/data/zomato_events/photos/60a/07e8be093e43e8e7558c8c054072c60a_1554837191.png,Shanti Sundays with Saxophonist ARTEMIY at Purple Martini at Sunset Point,2019-04-14,2019-04-14
81,334112,130535.0,The Fisherman's Wharf,https://b.zmtcdn.com/data/zomato_events/photos/1cf/b5002822975b944a10dedeb0f3b5f1cf_1554178872.jpg,Mango Mania,2019-04-02,2019-04-02
82,334112,18685303.0,The Fisherman's Wharf,https://b.zmtcdn.com/data/zomato_events/photos/1cf/b5002822975b944a10dedeb0f3b5f1cf_1554178872.jpg,Mango Mania,2019-04-02,2019-04-02
83,334112,16541849.0,The Fisherman's Wharf,https://b.zmtcdn.com/data/zomato_events/photos/1cf/b5002822975b944a10dedeb0f3b5f1cf_1554178872.jpg,Mango Mania,2019-04-02,2019-04-02
84,336304,3301462.0,Three Beans,NA,GOT FINAL SEASON S08E01,2019-04-15,2019-04-15
85,336612,18748677.0,The Civil Kitchen,NA,BUY 1 GET 1,2019-04-08,2019-04-08
86,336615,18748677.0,The Civil Kitchen,NA,Kitty Party ,2019-04-08,2019-04-08
87,336285,18795312.0,Juhi's Kitchen,NA,SPECIAL VEGETARIAN DISHES,2019-04-06,2019-04-06
88,316246,203518.0,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://b.zmtcdn.com/data/zomato_events/photos/3f4/55cbf6d07983e2e71099368ff6b8b3f4_1550642061.jpg,The Huddle Bollywood Night,2019-04-26,2019-04-26
89,316249,203518.0,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://b.zmtcdn.com/data/zomato_events/photos/3f4/55cbf6d07983e2e71099368ff6b8b3f4_1550642162.jpg,The Huddle Bollywood Night,2019-04-26,2019-04-26
90,337390,18650045.0,Tamarind Terrace,https://b.zmtcdn.com/data/zomato_events/photos/59a/3b4b84d7f4a09ec3d2819a9d418d359a_1554819420.jpg,Vishu Sadhya,2019-04-15,2019-04-15
91,335476,209654.0,Rasoi Ghar,https://b.zmtcdn.com/data/zomato_events/photos/dc5/ddca56001ba4f053eb04378a0b203dc5_1554383144.png,4th Anniversary Celebration!,2019-04-29,2019-04-29
92,334878,5604236.0,Malabar Regency,NA,Traditional Kerala Style Vishu Sadya,2019-04-15,2019-04-15
93,335542,5702486.0,Ghee Rice,NA,Vishu Celebration at Ghee Rice,2019-04-14,2019-04-14
94,298162,7001670.0,"Eight - Cordis, Auckland Hotel",https://b.zmtcdn.com/data/zomato_events/photos/7c7/1e86b395be621acc7140265f19c477c7_1547170215.jpg,Chocolate Tuesdays,2019-04-05,2019-04-05
95,335217,18680113.0,The Cutt Grill House,https://b.zmtcdn.com/data/zomato_events/photos/9f6/28778b1cc5af30accd9cda640f5bd9f6_1554356002.jpg,Knowledge is power,2019-04-04,2019-04-04
